Sample ID,CulvertID,Culvert Local X,Culvert Local Y,Width,Height,Sample Name
172,147,66.946025,571.35759,100,100,172.tif
172,172,47,171,100,100,172.tif
173,173,449,42,100,100,173.tif
174,174,732,306,100,100,174.tif
175,175,331,659,100,100,175.tif
176,176,474,179,100,100,176.tif
177,177,264,522,100,100,177.tif
177,178,651.806878,524.42732,100,100,177.tif
178,178,24,217,100,100,178.tif
179,179,429,460,100,100,179.tif
180,180,780,257,100,100,180.tif
181,181,501,785,100,100,181.tif
182,182,640,294,100,100,182.tif
183,183,408,559,100,100,183.tif
184,184,171,68,100,100,184.tif
185,185,476,561,100,100,185.tif
186,186,405,26,100,100,186.tif
187,187,424,232,100,100,187.tif
188,188,753,195,100,100,188.tif
189,189,360,151,100,100,189.tif
189,190,166.343573,151.98866,100,100,189.tif
190,189,742.656427,134.01134,100,100,190.tif
190,190,549,135,100,100,190.tif
191,191,471,562,100,100,191.tif
192,192,753,385,100,100,192.tif
193,193,557,142,100,100,193.tif
194,194,14,98,100,100,194.tif
194,203,693.918247,770.02387,100,100,194.tif
195,195,167,724,100,100,195.tif
195,196,175.294017,402.20525,100,100,195.tif
196,195,454.705983,733.79475,100,100,196.tif
196,196,463,412,100,100,196.tif
197,197,452,759,100,100,197.tif
198,198,573,204,100,100,198.tif
199,199,129,49,100,100,199.tif
200,200,38,640,100,100,200.tif
201,201,206,316,100,100,201.tif
202,196,281.996153,609.47123,100,100,202.tif
202,202,346,111,100,100,202.tif
203,203,453,358,100,100,203.tif
204,204,422,518,100,100,204.tif
205,205,426,396,100,100,205.tif
205,206,515.460281,398.2416,100,100,205.tif
205,207,515.460281,398.2416,100,100,205.tif
206,205,33.539719,82.7584,100,100,206.tif
206,206,123,85,100,100,206.tif
206,207,123,85,100,100,206.tif
207,205,440.539719,609.7584,100,100,207.tif
207,206,530,612,100,100,207.tif
207,207,530,612,100,100,207.tif
208,188,380.727214,40.63198,100,100,208.tif
208,208,798,647,100,100,208.tif
209,209,377,426,100,100,209.tif
210,210,782,666,100,100,210.tif
211,211,530,555,100,100,211.tif
212,212,623,625,100,100,212.tif
213,213,95,230,100,100,213.tif
214,214,689,601,100,100,214.tif
215,215,291,264,100,100,215.tif
216,216,288,354,100,100,216.tif
217,217,207,102,100,100,217.tif
218,218,26,485,100,100,218.tif
219,219,787,448,100,100,219.tif
220,220,678,45,100,100,220.tif
221,221,480,218,100,100,221.tif
222,222,73,380,100,100,222.tif
223,223,660,570,100,100,223.tif
224,224,549,49,100,100,224.tif
225,225,400,275,100,100,225.tif
225,306,755.893418,609.22605,100,100,225.tif
226,225,776.030156,598.57207,100,100,226.tif
226,226,781,194,100,100,226.tif
227,227,287,107,100,100,227.tif
228,228,283,293,100,100,228.tif
229,229,507,318,100,100,229.tif
230,230,429,478,100,100,230.tif
231,231,720,533,100,100,231.tif
232,232,471,477,100,100,232.tif
233,232,234.808116,245.16874,100,100,233.tif
233,233,653,398,100,100,233.tif
234,234,314,393,100,100,234.tif
235,235,244,718,100,100,235.tif
236,236,337,300,100,100,236.tif
237,236,100.003186,664.57038,100,100,237.tif
237,237,601,61,100,100,237.tif
238,238,194,42,100,100,238.tif
239,239,114,355,100,100,239.tif
240,238,111.78033,667.33293,100,100,240.tif
240,240,117,161,100,100,240.tif
241,241,374,423,100,100,241.tif
242,242,36,599,100,100,242.tif
243,243,393,772,100,100,243.tif
243,246,763.573608,17.89519,100,100,243.tif
244,244,322,523,100,100,244.tif
245,245,410,123,100,100,245.tif
246,246,757,315,100,100,246.tif
247,247,242,94,100,100,247.tif
248,248,106,632,100,100,248.tif
248,249,137.515766,527.68197,100,100,248.tif
249,248,708.484234,151.31803,100,100,249.tif
249,249,740,47,100,100,249.tif
250,250,604,599,100,100,250.tif
251,251,621,687,100,100,251.tif
252,252,407,100,100,100,252.tif
253,253,20,718,100,100,253.tif
254,254,773,450,100,100,254.tif
255,255,691,553,100,100,255.tif
256,256,574,517,100,100,256.tif
257,257,202,329,100,100,257.tif
258,258,315,668,100,100,258.tif
259,259,546,89,100,100,259.tif
260,260,420,559,100,100,260.tif
261,261,389,561,100,100,261.tif
262,262,549,611,100,100,262.tif
263,263,636,205,100,100,263.tif
264,264,162,567,100,100,264.tif
265,265,189,284,100,100,265.tif
266,266,142,122,100,100,266.tif
267,267,74,447,100,100,267.tif
268,268,19,737,100,100,268.tif
268,269,494.817225,334.52423,100,100,268.tif
269,269,31,199,100,100,269.tif
270,270,553,424,100,100,270.tif
271,271,143,141,100,100,271.tif
272,271,207.332981,728.83498,100,100,272.tif
272,272,204,290,100,100,272.tif
273,273,428,664,100,100,273.tif
273,274,265.07738,526.06554,100,100,273.tif
274,274,752,361,100,100,274.tif
275,275,602,91,100,100,275.tif
276,275,334.185186,796.82581,100,100,276.tif
276,276,621,540,100,100,276.tif
277,277,402,405,100,100,277.tif
277,278,405.982398,18.19959,100,100,277.tif
278,278,109,622,100,100,278.tif
279,279,702,187,100,100,279.tif
280,280,215,453,100,100,280.tif
280,281,326.269013,388.28231,100,100,280.tif
281,280,101.730987,722.71769,100,100,281.tif
281,281,213,658,100,100,281.tif
282,282,95,738,100,100,282.tif
283,283,230,38,100,100,283.tif
284,284,495,751,100,100,284.tif
285,285,134,291,100,100,285.tif
286,286,538,645,100,100,286.tif
287,287,541,157,100,100,287.tif
288,288,612,800,100,100,288.tif
289,288,220.125485,527.1229,100,100,289.tif
289,289,652,532,100,100,289.tif
290,290,533,792,100,100,290.tif
291,291,185,769,100,100,291.tif
291,292,194.367324,200.13566,100,100,291.tif
292,292,436,530,100,100,292.tif
293,293,717,697,100,100,293.tif
294,294,542,752,100,100,294.tif
295,295,212,397,100,100,295.tif
296,296,542,576,100,100,296.tif
297,297,330,425,100,100,297.tif
298,297,619.74064,223.29087,100,100,298.tif
298,298,128,634,100,100,298.tif
299,299,313,580,100,100,299.tif
300,300,784,272,100,100,300.tif
301,301,668,200,100,100,301.tif
302,302,663,479,100,100,302.tif
303,303,80,123,100,100,303.tif
303,304,256.054102,124.89178,100,100,303.tif
303,305,658.618204,130.71594,100,100,303.tif
304,304,1,225,100,100,304.tif
304,305,403.564102,230.82416,100,100,304.tif
305,305,24,719,100,100,305.tif
305,308,631.192843,725.40311,100,100,305.tif
306,306,141,32,100,100,306.tif
307,307,278,725,100,100,307.tif
308,308,478,576,100,100,308.tif
309,309,403,595,100,100,309.tif
309,311,684.638587,49.7541,100,100,309.tif
310,310,192,318,100,100,310.tif
311,311,179,414,100,100,311.tif
312,312,488,116,100,100,312.tif
313,313,476,636,100,100,313.tif
314,313,377.803698,348.66138,100,100,314.tif
314,314,244,558,100,100,314.tif
315,315,3,108,100,100,315.tif
316,316,280,769,100,100,316.tif
317,317,275,303,100,100,317.tif
318,318,788,191,100,100,318.tif
319,319,12,74,100,100,319.tif
319,323,594.099797,78.51745,100,100,319.tif
320,320,225,407,100,100,320.tif
321,321,6,264,100,100,321.tif
322,322,237,249,100,100,322.tif
323,319,99.900203,200.48255,100,100,323.tif
323,323,682,205,100,100,323.tif
324,324,745,624,100,100,324.tif
325,325,336,365,100,100,325.tif
326,326,597,603,100,100,326.tif
327,327,669,200,100,100,327.tif
328,328,532,679,100,100,328.tif
329,329,686,783,100,100,329.tif
330,330,89,628,100,100,330.tif
331,331,502,400,100,100,331.tif
331,333,407.807862,684.98591,100,100,331.tif
331,334,358.951642,721.88432,100,100,331.tif
332,332,3,243,100,100,332.tif
333,333,677,3,100,100,333.tif
333,334,628.14378,39.89841,100,100,333.tif
334,333,745.85622,494.10159,100,100,334.tif
334,334,697,531,100,100,334.tif
335,331,153.722023,443.51522,100,100,335.tif
335,333,59.529885,728.50113,100,100,335.tif
335,334,10.673665,765.39954,100,100,335.tif
335,335,760,462,100,100,335.tif
336,336,612,438,100,100,336.tif
337,337,235,611,100,100,337.tif
338,338,9,246,100,100,338.tif
338,339,796.31995,66.4734,100,100,338.tif
339,339,151,521,100,100,339.tif
340,340,709,693,100,100,340.tif
341,341,225,281,100,100,341.tif
342,342,184,268,100,100,342.tif
343,343,21,42,100,100,343.tif
344,344,701,146,100,100,344.tif
345,345,792,674,100,100,345.tif
345,521,230.527455,248.16796,100,100,345.tif
346,346,731,602,100,100,346.tif
347,347,769,621,100,100,347.tif
348,348,574,483,100,100,348.tif
349,349,645,763,100,100,349.tif
350,350,754,295,100,100,350.tif
351,351,59,195,100,100,351.tif
352,352,390,357,100,100,352.tif
353,353,255,392,100,100,353.tif
354,354,367,508,100,100,354.tif
355,355,313,79,100,100,355.tif
355,356,188.381001,78.60313,100,100,355.tif
355,357,445.336028,182.51844,100,100,355.tif
355,358,557.519586,153.94338,100,100,355.tif
355,359,673.936486,140.89058,100,100,355.tif
355,360,704.628214,80.91824,100,100,355.tif
356,355,515.618999,440.39687,100,100,356.tif
356,356,391,440,100,100,356.tif
356,357,647.955027,543.91531,100,100,356.tif
356,358,760.138585,515.34025,100,100,356.tif
357,355,510.663972,20.48156,100,100,357.tif
357,356,386.044973,20.08469,100,100,357.tif
357,357,643,124,100,100,357.tif
357,358,755.183558,95.42494,100,100,357.tif
358,355,232.480414,725.05662,100,100,358.tif
358,356,107.861415,724.65975,100,100,358.tif
358,358,477,800,100,100,358.tif
358,359,593.4169,786.9472,100,100,358.tif
358,360,624.108628,726.97486,100,100,358.tif
358,361,759.145616,582.36186,100,100,358.tif
358,362,780.105619,541.40924,100,100,358.tif
359,355,227.063514,419.10942,100,100,359.tif
359,356,102.444515,418.71255,100,100,359.tif
359,357,359.399542,522.62786,100,100,359.tif
359,358,471.5831,494.0528,100,100,359.tif
359,359,588,481,100,100,359.tif
359,360,618.691728,421.02766,100,100,359.tif
359,361,753.728716,276.41466,100,100,359.tif
359,362,774.688719,235.46204,100,100,359.tif
360,357,26.707814,320.6002,100,100,360.tif
360,358,138.891372,292.02514,100,100,360.tif
360,359,255.308272,278.97234,100,100,360.tif
360,360,286,219,100,100,360.tif
360,361,421.036988,74.387,100,100,360.tif
360,362,441.996991,33.43438,100,100,360.tif
360,363,488.108998,6.992529999,100,100,360.tif
361,361,32,201,100,100,361.tif
361,362,52.960003,160.04738,100,100,361.tif
361,363,99.07201,133.60553,100,100,361.tif
362,361,44.039997,305.95262,100,100,362.tif
362,362,65,265,100,100,362.tif
362,363,111.112007,238.55815,100,100,362.tif
363,362,6.887993,46.44185,100,100,363.tif
363,363,53,20,100,100,363.tif
364,361,116.986189,595.22298,100,100,364.tif
364,362,137.946192,554.27036,100,100,364.tif
364,363,184.058199,527.82851,100,100,364.tif
364,364,341,233,100,100,364.tif
364,365,540.563569,217.19814,100,100,364.tif
365,365,41,218,100,100,365.tif
365,366,440.43895,225.39456,100,100,365.tif
365,367,656.545761,471.33543,100,100,365.tif
365,368,735.287445,551.01002,100,100,365.tif
366,366,139,36,100,100,366.tif
366,367,355.106811,281.94087,100,100,366.tif
366,368,433.848495,361.61546,100,100,366.tif
366,369,485.472903,637.67207,100,100,366.tif
367,367,162,477,100,100,367.tif
367,368,240.741684,556.67459,100,100,367.tif
368,366,252.151505,203.38454,100,100,368.tif
368,367,468.258316,449.32541,100,100,368.tif
368,368,547,529,100,100,368.tif
369,367,633.633908,205.2688,100,100,369.tif
369,368,712.375592,284.94339,100,100,369.tif
369,369,764,561,100,100,369.tif
370,370,799,392,100,100,370.tif
371,371,49,686,100,100,371.tif
372,372,248,66,100,100,372.tif
373,373,631,393,100,100,373.tif
374,374,646,630,100,100,374.tif
375,375,704,312,100,100,375.tif
376,376,0,234,100,100,376.tif
377,377,306,126,100,100,377.tif
377,379,153.500349,534.82588,100,100,377.tif
378,378,787,369,100,100,378.tif
379,379,765,9,100,100,379.tif
380,380,539,701,100,100,380.tif
380,381,526.408643,721.88323,100,100,380.tif
381,380,780.591357,291.11677,100,100,381.tif
381,381,768,312,100,100,381.tif
382,382,588,399,100,100,382.tif
382,385,650.765821,586.9279,100,100,382.tif
383,382,269.756022,85.89983,100,100,383.tif
383,383,565,431,100,100,383.tif
383,384,615.700453,499.68872,100,100,383.tif
383,385,332.521843,273.82773,100,100,383.tif
384,383,434.299547,281.31128,100,100,384.tif
384,384,485,350,100,100,384.tif
384,385,201.82139,124.13901,100,100,384.tif
